date,attr,value,a,b,c,d
20140613,WDF5,120,,,W,
20140613,WSF2,63,,,W,
20140613,WSF5,76,,,W,
20140614,TMAX,189,,,W,2400
20140614,TMIN,144,,,W,2400
20140614,PRCP,406,,,W,2400
20140614,SNOW,0,,,W,
20140614,SNWD,0,,,W,
20140614,AWND,69,,,W,
20140614,WDF2,160,,,W,
20140614,WDF5,160,,,W,
20140614,WSF2,246,,,W,
20140614,WSF5,304,,,W,
20140615,TMAX,244,,,W,2400
20140615,TMIN,139,,,W,2400
20140615,PRCP,163,,,W,2400
20140615,SNOW,0,,,W,
20140615,SNWD,0,,,W,
20140615,AWND,74,,,W,
20140615,WDF2,100,,,W,
20140615,WDF5,230,,,W,
20140615,WSF2,130,,,W,
20140615,WSF5,161,,,W,
20140616,TMAX,294,,,W,2400
20140616,TMIN,172,,,W,2400
20140616,PRCP,97,,,W,2400
20140616,SNOW,0,,,W,
20140616,SNWD,0,,,W,
20140616,AWND,55,,,W,
20140616,WDF2,130,,,W,
20140616,WDF5,130,,,W,
20140616,WSF2,161,,,W,
20140616,WSF5,201,,,W,
20140617,TMAX,278,,,W,2400
20140617,TMIN,167,,,W,2400
20140617,PRCP,3,,,W,2400
20140617,SNOW,0,,,W,
20140617,SNWD,0,,,W,
20140617,AWND,27,,,W,
20140617,WDF2,80,,,W,
20140617,WDF5,150,,,W,
20140617,WSF2,58,,,W,
20140617,WSF5,67,,,W,
20140618,TMAX,272,,,W,2400
20140618,TMIN,206,,,W,2400
20140618,PRCP,130,,,W,2400
20140618,SNOW,0,,,W,
20140618,SNWD,0,,,W,
20140618,AWND,55,,,W,
20140618,WDF2,90,,,W,
20140618,WDF5,100,,,W,
20140618,WSF2,98,,,W,
20140618,WSF5,125,,,W,
20140619,TMAX,233,,,W,2400
20140619,TMIN,183,,,W,2400
20140619,PRCP,1049,,,W,2400
20140619,SNOW,0,,,W,
20140619,SNWD,0,,,W,
20140619,AWND,55,,,W,
20140619,WDF2,100,,,W,
20140619,WDF5,100,,,W,
20140619,WSF2,125,,,W,
20140619,WSF5,157,,,W,
20140620,TMAX,294,,,W,2400
20140620,TMIN,194,,,W,2400
20140620,PRCP,0,T,,W,2400
20140620,SNOW,0,,,W,
20140620,SNWD,0,,,W,
20140620,AWND,29,,,W,
20140620,WDF2,190,,,W,
20140620,WDF5,200,,,W,
20140620,WSF2,63,,,W,
20140620,WSF5,85,,,W,
20140620,WT01,1,,,W,
20140621,TMAX,294,,,W,2400
20140621,TMIN,194,,,W,2400
20140621,PRCP,0,,,W,2400
20140621,SNOW,0,,,W,
20140621,SNWD,0,,,W,
20140621,AWND,25,,,W,
20140621,WDF2,90,,,W,
20140621,WDF5,10,,,W,
20140621,WSF2,54,,,W,
20140621,WSF5,81,,,W,
20140622,TMAX,250,,,W,2400
20140622,TMIN,189,,,W,2400
20140622,PRCP,23,,,W,2400
20140622,SNOW,0,,,W,
20140622,SNWD,0,,,W,
20140622,AWND,26,,,W,
20140622,WDF2,120,,,W,
20140622,WDF5,130,,,W,
20140622,WSF2,72,,,W,
20140622,WSF5,103,,,W,
20140623,TMAX,283,,,W,2400
20140623,TMIN,189,,,W,2400
20140623,PRCP,0,,,W,2400
20140623,SNOW,0,,,W,
20140623,SNWD,0,,,W,
20140623,AWND,23,,,W,
20140623,WDF2,280,,,W,
20140623,WDF5,280,,,W,
20140623,WSF2,72,,,W,
20140623,WSF5,98,,,W,
20140623,WT01,1,,,W,
20140624,TMAX,289,,,W,2400
20140624,TMIN,178,,,W,2400
20140624,PRCP,0,,,W,2400
20140624,SNOW,0,,,W,
20140624,SNWD,0,,,W,
20140624,AWND,33,,,W,
20140624,WDF2,50,,,W,
20140624,WDF5,50,,,W,
20140624,WSF2,76,,,W,
20140624,WSF5,112,,,W,
20140625,TMAX,222,,,W,2400
20140625,TMIN,133,,,W,2400
20140625,PRCP,0,,,W,2400
20140625,SNOW,0,,,W,
20140625,SNWD,0,,,W,
20140625,AWND,30,,,W,
20140625,WDF2,20,,,W,
20140625,WDF5,20,,,W,
20140625,WSF2,63,,,W,
20140625,WSF5,112,,,W,
20140626,TMAX,272,,,W,2400
20140626,TMIN,144,,,W,2400
20140626,PRCP,0,,,W,2400
20140626,SNOW,0,,,W,
20140626,SNWD,0,,,W,
20140626,AWND,47,,,W,
20140626,WDF2,110,,,W,
20140626,WDF5,110,,,W,
20140626,WSF2,103,,,W,
20140626,WSF5,121,,,W,
20140627,TMAX,272,,,W,2400
20140627,TMIN,211,,,W,2400
20140627,PRCP,0,T,,W,2400
20140627,SNOW,0,,,W,
20140627,SNWD,0,,,W,
20140627,AWND,60,,,W,
20140627,WDF2,170,,,W,
20140627,WDF5,180,,,W,
20140627,WSF2,107,,,W,
20140627,WSF5,148,,,W,
20140628,TMAX,283,,,W,2400
20140628,TMIN,206,,,W,2400
20140628,PRCP,127,,,W,2400
20140628,SNOW,0,,,W,
20140628,SNWD,0,,,W,
20140628,AWND,59,,,W,
20140628,WDF2,170,,,W,
20140628,WDF5,170,,,W,
20140628,WSF2,125,,,W,
20140628,WSF5,170,,,W,
20140629,TMAX,294,,,W,2400
20140629,TMIN,178,,,W,2400
20140629,PRCP,3,,,W,2400
20140629,SNOW,0,,,W,
20140629,SNWD,0,,,W,
20140629,AWND,55,,,W,
20140629,WDF2,220,,,W,
20140629,WDF5,230,,,W,
20140629,WSF2,107,,,W,
20140629,WSF5,157,,,W,
20140630,TMAX,272,,,W,2400
20140630,TMIN,183,,,W,2400
20140630,PRCP,0,T,,W,2400
20140630,SNOW,0,,,W,
20140630,SNWD,0,,,W,
20140630,AWND,48,,,W,
20140630,WDF2,260,,,W,
20140630,WDF5,200,,,W,
20140630,WSF2,107,,,W,
20140630,WSF5,134,,,W,
20140701,TMAX,239,,,W,2400
20140701,TMIN,128,,,W,2400
20140701,PRCP,38,,,W,2400
20140701,SNOW,0,,,W,
20140701,SNWD,0,,,W,
20140701,AWND,61,,,W,
20140701,WDF2,290,,,W,
20140701,WDF5,290,,,W,
20140701,WSF2,116,,,W,
20140701,WSF5,152,,,W,
20140701,WT01,1,,,W,
20140702,TMAX,233,,,W,2400
20140702,TMIN,122,,,W,2400
20140702,PRCP,3,,,W,2400
20140702,SNOW,0,,,W,
20140702,SNWD,0,,,W,
20140702,AWND,47,,,W,
20140702,WDF2,360,,,W,
20140702,WDF5,350,,,W,
20140702,WSF2,89,,,W,
20140702,WSF5,121,,,W,
20140703,TMAX,256,,,W,2400
20140703,TMIN,144,,,W,2400
20140703,PRCP,0,,,W,2400
20140703,SNOW,0,,,W,
20140703,SNWD,0,,,W,
20140703,AWND,16,,,W,
20140703,WDF2,320,,,W,
20140703,WDF5,350,,,W,
20140703,WSF2,63,,,W,
20140703,WSF5,76,,,W,
20140704,TMAX,256,,,W,2400
20140704,TMIN,156,,,W,2400
20140704,PRCP,0,,,W,2400
20140704,SNOW,0,,,W,
20140704,SNWD,0,,,W,
20140704,AWND,39,,,W,
20140704,WDF2,160,,,W,
20140704,WDF5,170,,,W,
20140704,WSF2,89,,,W,
20140704,WSF5,107,,,W,
20140705,TMAX,289,,,W,2400
20140705,TMIN,183,,,W,2400
20140705,PRCP,0,,,W,2400
20140705,SNOW,0,,,W,
20140705,SNWD,0,,,W,
20140705,AWND,55,,,W,
20140705,WDF2,210,,,W,
20140705,WDF5,200,,,W,
20140705,WSF2,94,,,W,
20140705,WSF5,121,,,W,
20140706,TMAX,322,,,W,2400
20140706,TMIN,206,,,W,2400
20140706,PRCP,33,,,W,2400
20140706,SNOW,0,,,W,
20140706,SNWD,0,,,W,
20140706,AWND,52,,,W,
20140706,WDF2,280,,,W,
20140706,WDF5,280,,,W,
20140706,WSF2,107,,,W,
20140706,WSF5,130,,,W,
20140707,TMAX,306,,,W,2400
20140707,TMIN,183,,,W,2400
20140707,PRCP,94,,,W,2400
20140707,SNOW,0,,,W,
20140707,SNWD,0,,,W,
20140707,AWND,40,,,W,
20140707,WDF2,320,,,W,
20140707,WDF5,320,,,W,
20140707,WSF2,116,,,W,
20140707,WSF5,179,,,W,
20140708,TMAX,250,,,W,2400
20140708,TMIN,167,,,W,2400
20140708,PRCP,0,,,W,2400
20140708,SNOW,0,,,W,
20140708,SNWD,0,,,W,
20140708,AWND,61,,,W,
20140708,WDF2,320,,,W,
20140708,WDF5,290,,,W,
20140708,WSF2,107,,,W,
20140708,WSF5,143,,,W,
20140709,TMAX,261,,,W,2400
20140709,TMIN,144,,,W,2400
20140709,PRCP,0,,,W,2400
20140709,SNOW,0,,,W,
20140709,SNWD,0,,,W,
20140709,AWND,21,,,W,
20140709,WDF2,330,,,W,
20140709,WDF5,350,,,W,
20140709,WSF2,58,,,W,
20140709,WSF5,85,,,W,
20140710,TMAX,294,,,W,2400
20140710,TMIN,161,,,W,2400
20140710,PRCP,0,,,W,2400
20140710,SNOW,0,,,W,
20140710,SNWD,0,,,W,
20140710,AWND,42,,,W,
20140710,WDF2,170,,,W,
20140710,WDF5,180,,,W,
20140710,WSF2,72,,,W,
20140710,WSF5,98,,,W,
20140711,TMAX,272,,,W,2400
20140711,TMIN,183,,,W,2400
20140711,PRCP,262,,,W,2400
20140711,SNOW,0,,,W,
20140711,SNWD,0,,,W,
20140711,AWND,43,,,W,
20140711,WDF2,20,,,W,
20140711,WDF5,170,,,W,
20140711,WSF2,112,,,W,
20140711,WSF5,139,,,W,
20140712,TMAX,267,,,W,2400
20140712,TMIN,200,,,W,2400
20140712,PRCP,15,,,W,2400
20140712,SNOW,0,,,W,
20140712,SNWD,0,,,W,
20140712,AWND,22,,,W,
20140712,WDF2,220,,,W,
20140712,WDF5,210,,,W,
20140712,WSF2,89,,,W,
20140712,WSF5,107,,,W,
20140713,TMAX,256,,,W,2400
20140713,TMIN,172,,,W,2400
20140713,PRCP,0,,,W,2400
20140713,SNOW,0,,,W,
20140713,SNWD,0,,,W,
20140713,AWND,38,,,W,
20140713,WDF2,280,,,W,
20140713,WDF5,270,,,W,
20140713,WSF2,94,,,W,
20140713,WSF5,139,,,W,
20140714,TMAX,183,,,W,2400
20140714,TMIN,133,,,W,2400
20140714,PRCP,18,,,W,2400
20140714,SNOW,0,,,W,
20140714,SNWD,0,,,W,
20140714,AWND,63,,,W,
20140714,WDF2,310,,,W,
20140714,WDF5,280,,,W,
20140714,WSF2,116,,,W,
20140714,WSF5,157,,,W,
20140714,WT01,1,,,W,
20140715,TMAX,222,,,W,2400
20140715,TMIN,122,,,W,2400
20140715,PRCP,0,T,,W,2400
20140715,SNOW,0,,,W,
20140715,SNWD,0,,,W,
20140715,AWND,47,,,W,
20140715,WDF2,350,,,W,
20140715,WDF5,350,,,W,
20140715,WSF2,89,,,W,
20140715,WSF5,112,,,W,
20140716,TMAX,250,,,W,2400
20140716,TMIN,128,,,W,2400
20140716,PRCP,0,,,W,2400
20140716,SNOW,0,,,W,
20140716,SNWD,0,,,W,
20140716,AWND,11,,,W,
20140716,WDF2,360,,,W,
20140716,WDF5,20,,,W,
20140716,WSF2,58,,,W,
20140716,WSF5,85,,,W,
20140717,TMAX,261,,,W,2400
20140717,TMIN,150,,,W,2400
20140717,PRCP,0,,,W,2400
20140717,SNOW,0,,,W,
20140717,SNWD,0,,,W,
20140717,AWND,26,,,W,
20140717,WDF2,230,,,W,
20140717,WDF5,210,,,W,
20140717,WSF2,72,,,W,
20140717,WSF5,94,,,W,
20140718,TMAX,261,,,W,2400
20140718,TMIN,156,,,W,2400
20140718,PRCP,0,,,W,2400
20140718,SNOW,0,,,W,
20140718,SNWD,0,,,W,
20140718,AWND,47,,,W,
20140718,WDF2,170,,,W,
20140718,WDF5,160,,,W,
20140718,WSF2,103,,,W,
20140718,WSF5,130,,,W,
20140719,TMAX,261,,,W,2400
20140719,TMIN,194,,,W,2400
20140719,PRCP,0,,,W,2400
20140719,SNOW,0,,,W,
20140719,SNWD,0,,,W,
20140719,AWND,50,,,W,
20140719,WDF2,170,,,W,
20140719,WDF5,220,,,W,
20140719,WSF2,81,,,W,
20140719,WSF5,112,,,W,
20140720,TMAX,306,,,W,2400
20140720,TMIN,211,,,W,2400
20140720,PRCP,0,,,W,2400
20140720,SNOW,0,,,W,
20140720,SNWD,0,,,W,
20140720,AWND,57,,,W,
20140720,WDF2,160,,,W,
20140720,WDF5,170,,,W,
20140720,WSF2,107,,,W,
20140720,WSF5,148,,,W,
20140721,TMAX,333,,,W,2400
20140721,TMIN,233,,,W,2400
20140721,PRCP,0,,,W,2400
20140721,SNOW,0,,,W,
20140721,SNWD,0,,,W,
20140721,AWND,51,,,W,
20140721,WDF2,170,,,W,
20140721,WDF5,160,,,W,
20140721,WSF2,89,,,W,
20140721,WSF5,121,,,W,
20140722,TMAX,300,,,W,2400
20140722,TMIN,211,,,W,2400
20140722,PRCP,0,,,W,2400
20140722,SNOW,0,,,W,
20140722,SNWD,0,,,W,
20140722,AWND,57,,,W,
20140722,WDF2,340,,,W,
20140722,WDF5,10,,,W,
20140722,WSF2,103,,,W,
20140722,WSF5,143,,,W,
20140723,TMAX,289,,,W,2400
20140723,TMIN,161,,,W,2400
20140723,PRCP,0,,,W,2400
20140723,SNOW,0,,,W,
20140723,SNWD,0,,,W,
20140723,AWND,27,,,W,
20140723,WDF2,310,,,W,
20140723,WDF5,350,,,W,
20140723,WSF2,67,,,W,
20140723,WSF5,98,,,W,
20140724,TMAX,278,,,W,2400
20140724,TMIN,172,,,W,2400
20140724,PRCP,0,,,W,2400
20140724,SNOW,0,,,W,
20140724,SNWD,0,,,W,
20140724,AWND,37,,,W,
20140724,WDF2,160,,,W,
20140724,WDF5,160,,,W,
20140724,WSF2,165,,,W,
20140724,WSF5,210,,,W,
20140725,TMAX,272,,,W,2400
20140725,TMIN,178,,,W,2400
20140725,PRCP,107,,,W,2400
20140725,SNOW,0,,,W,
20140725,SNWD,0,,,W,
20140725,AWND,42,,,W,
20140725,WDF2,170,,,W,
20140725,WDF5,180,,,W,
20140725,WSF2,89,,,W,
20140725,WSF5,116,,,W,
20140726,TMAX,300,,,W,2400
20140726,TMIN,217,,,W,2400
20140726,PRCP,0,,,W,2400
20140726,SNOW,0,,,W,
20140726,SNWD,0,,,W,
20140726,AWND,31,,,W,
20140726,WDF2,260,,,W,
20140726,WDF5,270,,,W,
20140726,WSF2,94,,,W,
20140726,WSF5,121,,,W,
20140726,WT01,1,,,W,
20140727,TMAX,256,,,W,2400
20140727,TMIN,183,,,W,2400
20140727,PRCP,8,,,W,2400
20140727,SNOW,0,,,W,
20140727,SNWD,0,,,W,
20140727,AWND,64,,,W,
20140727,WDF2,290,,,W,
20140727,WDF5,290,,,W,
20140727,WSF2,112,,,W,
20140727,WSF5,157,,,W,
20140728,TMAX,250,,,W,2400
20140728,TMIN,172,,,W,2400
20140728,PRCP,0,,,W,2400
20140728,SNOW,0,,,W,
20140728,SNWD,0,,,W,
20140728,AWND,34,,,W,
20140728,WDF2,310,,,W,
20140728,WDF5,360,,,W,
20140728,WSF2,72,,,W,
20140728,WSF5,98,,,W,
20140729,TMAX,272,,,W,2400
20140729,TMIN,150,,,W,2400
20140729,PRCP,0,,,W,2400
20140729,SNOW,0,,,W,
20140729,SNWD,0,,,W,
20140729,AWND,38,,,W,
20140729,WDF2,300,,,W,
20140729,WDF5,300,,,W,
20140729,WSF2,81,,,W,
20140729,WSF5,112,,,W,
20140730,TMAX,283,,,W,2400
20140730,TMIN,156,,,W,2400
20140730,PRCP,0,,,W,2400
20140730,SNOW,0,,,W,
20140730,SNWD,0,,,W,
20140730,AWND,30,,,W,
20140730,WDF2,310,,,W,
20140730,WDF5,300,,,W,
20140730,WSF2,76,,,W,
20140730,WSF5,98,,,W,
20140731,TMAX,289,,,W,2400
20140731,TMIN,172,,,W,2400
20140731,PRCP,0,,,W,2400
20140731,SNOW,0,,,W,
20140731,SNWD,0,,,W,
20140731,AWND,22,,,W,
20140731,WDF2,260,,,W,
20140731,WDF5,360,,,W,
20140731,WSF2,58,,,W,
20140731,WSF5,85,,,W,
20140801,TMAX,306,,,W,2400
20140801,TMIN,183,,,W,2400
20140801,PRCP,0,,,W,2400
20140801,SNOW,0,,,W,
20140801,SNWD,0,,,W,
20140801,AWND,22,,,W,
20140801,WDF2,90,,,W,
20140801,WDF5,340,,,W,
20140801,WSF2,58,,,W,
20140801,WSF5,76,,,W,
20140802,TMAX,306,,,W,2400
20140802,TMIN,194,,,W,2400
20140802,PRCP,0,T,,W,2400
20140802,SNOW,0,,,W,
20140802,SNWD,0,,,W,
20140802,AWND,21,,,W,
20140802,WDF2,300,,,W,
20140802,WDF5,310,,,W,
20140802,WSF2,89,,,W,
20140802,WSF5,116,,,W,
20140803,TMAX,311,,,W,2400
20140803,TMIN,200,,,W,2400
20140803,PRCP,170,,,W,2400
20140803,SNOW,0,,,W,
20140803,SNWD,0,,,W,
20140803,AWND,20,,,W,
20140803,WDF2,10,,,W,
20140803,WDF5,20,,,W,
20140803,WSF2,170,,,W,
20140803,WSF5,215,,,W,
20140804,TMAX,272,,,W,2400
20140804,TMIN,200,,,W,2400
20140804,PRCP,0,,,W,2400
20140804,SNOW,0,,,W,
20140804,SNWD,0,,,W,
20140804,AWND,30,,,W,
20140804,WDF2,10,,,W,
20140804,WDF5,20,,,W,
20140804,WSF2,63,,,W,
20140804,WSF5,103,,,W,
20140805,TMAX,272,,,W,2400
20140805,TMIN,167,,,W,2400
20140805,PRCP,0,,,W,2400
20140805,SNOW,0,,,W,
20140805,SNWD,0,,,W,
20140805,AWND,25,,,W,
20140805,WDF2,90,,,W,
20140805,WDF5,60,,,W,
20140805,WSF2,67,,,W,
20140805,WSF5,89,,,W,
20140806,TMAX,278,,,W,2400
20140806,TMIN,167,,,W,2400
20140806,PRCP,0,,,W,2400
20140806,SNOW,0,,,W,
20140806,SNWD,0,,,W,
20140806,AWND,20,,,W,
20140806,WDF2,120,,,W,
20140806,WDF5,40,,,W,
20140806,WSF2,54,,,W,
20140806,WSF5,94,,,W,
20140806,WT01,1,,,W,
20140807,TMAX,283,,,W,2400
20140807,TMIN,183,,,W,2400
20140807,PRCP,0,,,W,2400
20140807,SNOW,0,,,W,
20140807,SNWD,0,,,W,
20140807,AWND,29,,,W,
20140807,WDF2,140,,,W,
20140807,WDF5,130,,,W,
20140807,WSF2,72,,,W,
20140807,WSF5,98,,,W,
20140808,TMAX,283,,,W,2400
20140808,TMIN,194,,,W,2400
20140808,PRCP,0,,,W,2400
20140808,SNOW,0,,,W,
20140808,SNWD,0,,,W,
20140808,AWND,28,,,W,
20140808,WDF2,150,,,W,
20140808,WDF5,120,,,W,
20140808,WSF2,58,,,W,
20140808,WSF5,81,,,W,
20140809,TMAX,261,,,W,2400
20140809,TMIN,194,,,W,2400
20140809,PRCP,0,T,,W,2400
20140809,SNOW,0,,,W,
20140809,SNWD,0,,,W,
20140809,AWND,34,,,W,
20140809,WDF2,110,,,W,
20140809,WDF5,120,,,W,
20140809,WSF2,67,,,W,
20140809,WSF5,81,,,W,
20140810,TMAX,289,,,W,2400
20140810,TMIN,200,,,W,2400
20140810,PRCP,38,,,W,2400
20140810,SNOW,0,,,W,
20140810,SNWD,0,,,W,
20140810,AWND,30,,,W,
20140810,WDF2,220,,,W,
20140810,WDF5,220,,,W,
20140810,WSF2,76,,,W,
20140810,WSF5,98,,,W,
20140811,TMAX,256,,,W,2400
20140811,TMIN,167,,,W,2400
20140811,PRCP,10,,,W,2400
20140811,SNOW,0,,,W,
20140811,SNWD,0,,,W,
20140811,AWND,47,,,W,
20140811,WDF2,340,,,W,
20140811,WDF5,350,,,W,
20140811,WSF2,98,,,W,
20140811,WSF5,139,,,W,
20140811,WT01,1,,,W,
20140812,TMAX,267,,,W,2400
20140812,TMIN,139,,,W,2400
20140812,PRCP,0,,,W,2400
20140812,SNOW,0,,,W,
20140812,SNWD,0,,,W,
20140812,AWND,42,,,W,
20140812,WDF2,310,,,W,
20140812,WDF5,330,,,W,
20140812,WSF2,98,,,W,
20140812,WSF5,125,,,W,
20140812,WT01,1,,,W,
20140813,TMAX,283,,,W,2400
20140813,TMIN,172,,,W,2400
20140813,PRCP,0,,,W,2400
20140813,SNOW,0,,,W,
20140813,SNWD,0,,,W,
20140813,AWND,30,,,W,
20140813,WDF2,40,,,W,
20140813,WDF5,20,,,W,
20140813,WSF2,63,,,W,
20140813,WSF5,107,,,W,
20140813,WT08,1,,,W,
20140814,TMAX,267,,,W,2400
20140814,TMIN,150,,,W,2400
20140814,PRCP,0,,,W,2400
20140814,SNOW,0,,,W,
20140814,SNWD,0,,,W,
20140814,AWND,40,,,W,
20140814,WDF2,110,,,W,
20140814,WDF5,150,,,W,
20140814,WSF2,63,,,W,
20140814,WSF5,94,,,W,
20140814,WT08,1,,,W,
20140815,TMAX,294,,,W,2400
20140815,TMIN,178,,,W,2400
20140815,PRCP,0,,,W,2400
20140815,SNOW,0,,,W,
20140815,SNWD,0,,,W,
20140815,AWND,33,,,W,
20140815,WDF2,220,,,W,
20140815,WDF5,180,,,W,
20140815,WSF2,63,,,W,
20140815,WSF5,89,,,W,
20140816,TMAX,300,,,W,2400
20140816,TMIN,194,,,W,2400
20140816,PRCP,20,,,W,2400
20140816,SNOW,0,,,W,
20140816,SNWD,0,,,W,
20140816,AWND,26,,,W,
20140816,WDF2,100,,,W,
20140816,WDF5,80,,,W,
20140816,WSF2,58,,,W,
20140816,WSF5,81,,,W,
20140816,WT08,1,,,W,
20140817,TMAX,272,,,W,2400
20140817,TMIN,200,,,W,2400
20140817,PRCP,69,,,W,2400
20140817,SNOW,0,,,W,
20140817,SNWD,0,,,W,
20140817,AWND,38,,,W,
20140817,WDF2,110,,,W,
20140817,WDF5,100,,,W,
20140817,WSF2,76,,,W,
20140817,WSF5,103,,,W,
20140818,TMAX,306,,,W,2400
20140818,TMIN,194,,,W,2400
20140818,PRCP,3,,,W,2400
20140818,SNOW,0,,,W,
20140818,SNWD,0,,,W,
20140818,AWND,30,,,W,
20140818,WDF2,220,,,W,
20140818,WDF5,230,,,W,
20140818,WSF2,107,,,W,
20140818,WSF5,148,,,W,
20140819,TMAX,272,,,W,2400
20140819,TMIN,183,,,W,2400
20140819,PRCP,0,,,W,2400
20140819,SNOW,0,,,W,
20140819,SNWD,0,,,W,
20140819,AWND,31,,,W,
20140819,WDF2,310,,,W,
20140819,WDF5,290,,,W,
20140819,WSF2,72,,,W,
20140819,WSF5,103,,,W,
20140820,TMAX,283,,,W,2400
20140820,TMIN,183,,,W,2400
20140820,PRCP,0,,,W,2400
20140820,SNOW,0,,,W,
20140820,SNWD,0,,,W,
20140820,AWND,34,,,W,
20140820,WDF2,110,,,W,
20140820,WDF5,100,,,W,
20140820,WSF2,67,,,W,
20140820,WSF5,89,,,W,
20140820,WT01,1,,,W,
20140821,TMAX,294,,,W,2400
20140821,TMIN,211,,,W,2400
20140821,PRCP,18,,,W,2400
20140821,SNOW,0,,,W,
20140821,SNWD,0,,,W,
20140821,AWND,37,,,W,
20140821,WDF2,90,,,W,
20140821,WDF5,80,,,W,
20140821,WSF2,116,,,W,
20140821,WSF5,134,,,W,
20140822,TMAX,261,,,W,2400
20140822,TMIN,211,,,W,2400
20140822,PRCP,0,,,W,2400
20140822,SNOW,0,,,W,
20140822,SNWD,0,,,W,
20140822,AWND,27,,,W,
20140822,WDF2,310,,,W,
20140822,WDF5,20,,,W,
20140822,WSF2,58,,,W,
20140822,WSF5,94,,,W,
20140822,WT01,1,,,W,
20140823,TMAX,250,,,W,2400
20140823,TMIN,206,,,W,2400
20140823,PRCP,0,T,,W,2400
20140823,SNOW,0,,,W,
20140823,SNWD,0,,,W,
20140823,AWND,40,,,W,
20140823,WDF2,130,,,W,
20140823,WDF5,130,,,W,
20140823,WSF2,89,,,W,
20140823,WSF5,107,,,W,
20140823,WT01,1,,,W,
20140824,TMAX,317,,,W,2400
20140824,TMIN,228,,,W,2400
20140824,PRCP,36,,,W,2400
20140824,SNOW,0,,,W,
20140824,SNWD,0,,,W,
20140824,AWND,50,,,W,
20140824,WDF2,130,,,W,
20140824,WDF5,140,,,W,
20140824,WSF2,103,,,W,
20140824,WSF5,130,,,W,
20140825,TMAX,261,,,W,2400
20140825,TMIN,178,,,W,2400
20140825,PRCP,0,,,W,2400
20140825,SNOW,0,,,W,
20140825,SNWD,0,,,W,
20140825,AWND,35,,,W,
20140825,WDF2,240,,,W,
20140825,WDF5,200,,,W,
20140825,WSF2,76,,,W,
20140825,WSF5,107,,,W,
20140825,WT01,1,,,W,
20140826,TMAX,244,,,W,2400
20140826,TMIN,133,,,W,2400
20140826,PRCP,0,T,,W,2400
20140826,SNOW,0,,,W,
20140826,SNWD,0,,,W,
20140826,AWND,33,,,W,
20140826,WDF2,320,,,W,
20140826,WDF5,320,,,W,
20140826,WSF2,89,,,W,
20140826,WSF5,116,,,W,
20140827,TMAX,256,,,W,2400
20140827,TMIN,150,,,W,2400
20140827,PRCP,0,T,,W,2400
20140827,SNOW,0,,,W,
20140827,SNWD,0,,,W,
20140827,AWND,27,,,W,
20140827,WDF2,70,,,W,
20140827,WDF5,40,,,W,
20140827,WSF2,54,,,W,
20140827,WSF5,94,,,W,
20140828,TMAX,222,,,W,2400
20140828,TMIN,161,,,W,2400
20140828,PRCP,5,,,W,2400
20140828,SNOW,0,,,W,
20140828,SNWD,0,,,W,
20140828,AWND,49,,,W,
20140828,WDF2,110,,,W,
20140828,WDF5,120,,,W,
20140828,WSF2,81,,,W,
20140828,WSF5,98,,,W,
20140828,WT01,1,,,W,
20140829,TMAX,267,,,W,2400
20140829,TMIN,189,,,W,2400
20140829,PRCP,173,,,W,2400
20140829,SNOW,0,,,W,
20140829,SNWD,0,,,W,
20140829,AWND,31,,,W,
20140829,WDF2,300,,,W,
20140829,WDF5,300,,,W,
20140829,WSF2,125,,,W,
20140829,WSF5,143,,,W,
20140830,TMAX,250,,,W,2400
20140830,TMIN,178,,,W,2400
20140830,PRCP,76,,,W,2400
20140830,SNOW,0,,,W,
20140830,SNWD,0,,,W,
20140830,AWND,35,,,W,
20140830,WDF2,120,,,W,
20140830,WDF5,360,,,W,
20140830,WSF2,63,,,W,
20140830,WSF5,112,,,W,
20140830,WT01,1,,,W,
20140831,TMAX,294,,,W,2400
20140831,TMIN,167,,,W,2400
20140831,PRCP,119,,,W,2400
20140831,SNOW,0,,,W,
20140831,SNWD,0,,,W,
20140831,AWND,56,,,W,
20140831,WDF2,270,,,W,
20140831,WDF5,140,,,W,
20140831,WSF2,116,,,W,
20140831,WSF5,148,,,W,
20140901,TMAX,256,,,W,2400
20140901,TMIN,183,,,W,2400
20140901,PRCP,43,,,W,2400
20140901,SNOW,0,,,W,
20140901,SNWD,0,,,W,
20140901,AWND,37,,,W,
20140901,WDF2,270,,,W,
20140901,WDF5,270,,,W,
20140901,WSF2,89,,,W,
20140901,WSF5,112,,,W,
20140901,WT01,1,,,W,
20140902,TMAX,256,,,W,2400
20140902,TMIN,167,,,W,2400
20140902,PRCP,0,,,W,2400
20140902,SNOW,0,,,W,
20140902,SNWD,0,,,W,
20140902,AWND,32,,,W,
20140902,WDF2,230,,,W,
20140902,WDF5,260,,,W,
20140902,WSF2,67,,,W,
20140902,WSF5,89,,,W,
20140903,TMAX,267,,,W,2400
20140903,TMIN,156,,,W,2400
20140903,PRCP,33,,,W,2400
20140903,SNOW,0,,,W,
20140903,SNWD,0,,,W,
20140903,AWND,37,,,W,
20140903,WDF2,120,,,W,
20140903,WDF5,110,,,W,
20140903,WSF2,76,,,W,
20140903,WSF5,89,,,W,
20140903,WT01,1,,,W,
20140903,WT03,1,,,W,
20140904,TMAX,300,,,W,2400
20140904,TMIN,189,,,W,2400
20140904,PRCP,0,T,,W,2400
20140904,SNOW,0,,,W,
20140904,SNWD,0,,,W,
